Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
17.11.2025,12:43:8.316,24.469,25.967,18.603,2.974,250.0,250.0,77.533,32.491,8.742,68.237,47.511,29.457,18.054,29.104,59.130,8.739,50.391,5.546,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:9.317,25.829,26.371,18.932,2.982,250.0,250.0,73.850,22.042,8.738,69.096,48.046,29.790,18.256,29.426,5.890,0.599,5.291,5.291,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:10.314,23.110,26.007,18.579,3.007,250.0,250.0,77.341,22.921,8.727,68.792,47.846,29.665,18.181,29.300,10.635,1.385,9.250,5.426,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:11.312,33.985,27.231,19.752,3.029,250.0,250.0,73.773,22.161,8.712,69.564,48.324,29.959,18.365,29.595,5.897,0.606,5.291,5.291,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:12.313,23.110,28.532,21.092,3.028,250.0,250.0,74.975,21.835,8.717,68.202,47.491,29.443,18.048,29.090,5.997,0.622,5.375,5.367,0.001,0.000,0.000,0.000,31.0,
17.11.2025,12:43:13.309,21.750,27.155,19.701,3.017,250.0,250.0,73.983,21.891,8.731,68.499,47.669,29.562,18.107,29.210,5.906,0.607,5.299,5.317,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:14.308,21.750,27.026,19.617,3.030,250.0,250.0,77.766,32.606,8.757,69.386,48.223,29.899,18.324,29.547,58.200,8.626,49.574,5.528,0.001,0.000,0.000,0.000,31.0,
17.11.2025,12:43:15.305,21.750,27.035,19.550,3.036,250.0,250.0,74.104,22.333,8.721,70.177,48.712,30.200,18.512,29.836,5.914,0.606,5.308,5.342,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:16.304,23.110,27.815,20.314,3.048,250.0,250.0,77.527,13.602,8.697,36.598,28.052,17.400,10.652,17.193,6.068,0.616,5.452,5.291,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:17.318,24.469,27.078,19.650,3.002,250.0,250.0,74.169,21.756,8.755,67.827,47.281,29.320,17.961,28.955,6.025,0.624,5.401,5.410,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:18.317,19.032,26.245,18.720,3.076,250.0,250.0,77.248,15.059,8.696,42.297,31.574,19.581,11.993,19.349,5.900,0.601,5.299,5.299,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:19.313,19.032,27.680,20.255,3.047,250.0,250.0,73.653,22.403,8.759,70.402,48.855,30.296,18.559,29.931,5.946,0.613,5.333,5.333,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:20.315,19.032,26.929,19.405,3.062,250.0,250.0,77.363,22.236,8.755,69.812,48.483,30.065,18.418,29.700,5.909,0.601,5.308,5.308,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:21.312,24.469,26.607,19.143,3.029,250.0,250.0,75.685,22.430,8.825,70.412,48.917,30.333,18.584,29.968,5.960,0.618,5.342,5.342,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:22.323,17.672,27.680,20.265,3.029,250.0,250.0,78.428,34.951,8.778,68.562,47.733,29.593,18.140,29.241,71.011,12.768,58.243,5.435,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:23.320,19.032,26.818,19.341,3.029,250.0,250.0,77.508,22.538,8.756,70.912,49.195,30.498,18.697,30.133,5.931,0.607,5.324,5.324,0.000,0.000,0.000,0.000,31.0,
