Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
19.11.2025,19:7:2.258,24.469,27.604,20.156,3.005,250.0,250.0,66.853,19.628,8.872,60.650,42.928,26.620,16.308,26.292,5.044,0.526,4.518,4.518,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:3.257,32.625,28.829,21.316,3.070,250.0,250.0,66.080,20.897,8.915,60.717,42.991,26.655,16.336,26.327,11.247,1.208,10.039,4.535,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:4.256,23.110,28.614,21.145,3.034,250.0,250.0,66.068,39.988,8.891,61.038,43.177,26.774,16.403,26.458,106.200,32.039,74.161,4.739,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:5.257,28.547,28.614,21.145,3.034,250.0,250.0,59.885,41.463,8.880,64.522,45.298,28.092,17.206,27.752,109.208,29.744,79.464,4.459,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:6.261,27.188,26.902,19.410,3.053,250.0,250.0,62.854,21.252,8.884,66.869,46.772,28.997,17.775,28.644,5.033,0.515,4.518,4.518,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:7.259,24.469,26.842,19.361,3.044,250.0,250.0,73.503,20.872,8.845,65.416,45.830,28.419,17.411,28.066,5.085,0.533,4.552,4.561,0.000,0.000,0.000,2.250,20.0,
19.11.2025,19:7:8.261,14.953,26.842,19.361,3.044,250.0,250.0,73.633,42.582,8.871,64.129,45.055,27.937,17.118,27.609,115.178,33.149,82.029,4.747,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:9.256,24.469,26.235,18.774,3.035,250.0,250.0,70.108,20.650,8.854,64.593,45.330,28.102,17.228,27.762,5.052,0.526,4.526,4.526,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:10.259,13.594,28.148,20.607,3.060,250.0,250.0,73.555,42.757,8.893,64.881,45.521,28.229,17.292,27.888,115.060,33.178,81.882,4.747,0.000,0.000,0.000,1.500,20.0,
19.11.2025,19:7:11.272,29.907,28.569,21.084,3.045,250.0,250.0,70.680,20.880,8.879,65.244,45.762,28.369,17.393,28.029,5.270,0.629,4.641,4.586,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:12.256,24.469,28.541,21.036,3.026,250.0,250.0,73.326,20.635,8.855,64.522,45.291,28.083,17.208,27.743,5.053,0.527,4.526,4.543,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:13.271,16.313,27.706,20.163,3.086,250.0,250.0,70.608,42.760,8.833,66.494,46.509,28.834,17.675,28.482,113.057,30.789,82.268,4.662,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:14.269,16.313,27.706,20.163,3.086,250.0,250.0,70.723,20.765,8.886,64.970,45.566,28.258,17.308,27.918,5.086,0.534,4.552,4.569,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:15.267,23.110,26.704,19.241,3.031,250.0,250.0,73.530,20.689,8.899,64.686,45.413,28.160,17.253,27.819,5.060,0.517,4.543,4.543,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:16.268,20.391,26.704,19.241,3.031,250.0,250.0,70.303,21.231,8.874,66.597,46.569,28.882,17.687,28.529,5.278,0.602,4.676,4.612,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:17.261,32.625,25.689,18.209,3.072,250.0,250.0,71.285,21.065,8.920,66.066,46.288,28.707,17.581,28.354,5.085,0.524,4.561,4.561,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:18.269,20.391,26.236,18.592,3.145,250.0,250.0,71.742,44.411,8.939,65.104,45.687,28.335,17.352,27.995,122.973,34.430,88.543,4.747,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:19.270,19.032,34.477,26.366,3.591,250.0,250.0,71.182,20.889,9.037,65.224,45.824,28.411,17.413,28.071,5.147,0.535,4.612,4.612,0.000,0.000,0.000,0.000,20.0,
