Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,12:57:16.612,19.032,30.316,20.815,3.328,250.0,250.0,30.685,9.424,4.202,26.451,19.003,11.785,7.218,11.649,5.087,0.601,4.486,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:17.611,17.672,29.342,19.796,3.298,250.0,250.0,30.833,9.326,4.117,26.121,18.751,11.629,7.122,11.493,5.135,0.594,4.541,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:18.606,14.953,28.058,18.522,3.296,250.0,250.0,30.949,9.519,4.240,26.813,19.253,11.935,7.318,11.800,5.038,0.555,4.483,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:19.604,21.750,30.490,20.994,3.300,250.0,250.0,30.917,9.425,4.216,26.463,19.030,11.806,7.224,11.658,5.047,0.570,4.477,3.762,0.000,0.000,0.000,42.0,0.125,
12.11.2025,12:57:20.602,17.672,27.853,18.437,3.264,250.0,250.0,31.129,9.425,4.265,27.778,19.871,12.318,7.553,12.171,5.049,0.566,4.483,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:21.603,17.672,29.263,19.743,3.292,250.0,250.0,31.129,9.783,4.265,27.778,19.871,12.318,7.553,12.171,5.049,0.566,4.483,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:22.613,17.672,30.640,21.138,3.265,250.0,250.0,30.980,9.124,4.289,25.249,18.324,11.361,6.963,11.226,5.030,0.553,4.477,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:23.610,17.672,30.406,20.920,3.277,250.0,250.0,31.596,9.891,4.301,28.817,20.527,12.731,7.796,12.584,4.187,0.433,3.754,3.779,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:24.608,17.672,29.092,19.535,3.317,250.0,250.0,30.848,9.240,4.326,25.657,18.591,11.531,7.060,11.396,5.038,0.556,4.482,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:25.605,9.516,29.207,19.727,3.277,250.0,250.0,31.337,9.043,4.326,25.486,18.485,11.460,7.025,11.325,4.279,0.459,3.820,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:26.604,19.032,28.677,19.197,3.254,250.0,250.0,31.394,9.376,4.301,26.173,18.898,11.714,7.184,11.579,5.072,0.571,4.501,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:27.614,24.469,29.935,20.464,3.252,250.0,250.0,31.358,9.927,4.227,28.351,20.199,12.525,7.674,12.377,5.070,0.568,4.502,3.779,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:28.611,24.469,29.935,20.464,3.252,250.0,250.0,31.508,10.258,4.214,30.302,21.398,13.271,8.127,13.111,4.196,0.434,3.762,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:29.609,24.469,30.000,20.535,3.268,250.0,250.0,31.408,9.644,4.253,27.918,19.948,12.369,7.579,12.222,4.194,0.432,3.762,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:30.610,20.391,28.172,18.722,3.263,250.0,250.0,31.675,9.890,4.252,28.847,20.521,12.723,7.798,12.575,4.205,0.434,3.771,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:31.607,21.750,29.390,19.872,3.269,250.0,250.0,32.114,9.776,4.265,27.745,19.841,12.310,7.531,12.162,5.070,0.575,4.495,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:32.605,19.032,30.292,20.798,3.276,250.0,250.0,31.483,9.732,4.239,27.600,19.738,12.238,7.500,12.090,5.071,0.573,4.498,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:33.614,19.032,28.937,19.504,3.250,250.0,250.0,31.441,10.456,4.240,30.957,21.823,13.534,8.289,13.362,4.293,0.464,3.829,3.771,0.000,0.000,0.000,42.0,0.000,
