Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","나머지 칩 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]",
11.11.2025,10:9:53.913,8.156,11.601,2.594,2.873,0.000,250.0,250.0,11.140,3.947,2.808,8.122,6.785,4.199,2.586,4.150,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:54.909,10.875,11.871,2.868,2.879,0.000,250.0,250.0,10.967,3.819,2.575,7.875,6.474,4.013,2.461,3.976,3.735,0.389,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:9:55.907,10.875,11.885,2.823,2.904,0.000,250.0,250.0,10.802,3.896,2.611,8.125,6.665,4.127,2.538,4.078,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:56.911,10.875,11.754,2.733,2.859,0.000,250.0,250.0,10.783,3.880,2.673,8.001,6.630,4.104,2.526,4.054,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:57.910,10.875,11.754,2.733,2.859,0.000,250.0,250.0,10.540,3.792,2.734,7.605,6.417,3.978,2.439,3.929,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:58.911,20.391,11.426,2.450,2.835,0.000,250.0,250.0,10.374,3.796,2.661,7.694,6.430,3.979,2.451,3.929,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:59.910,16.313,11.422,2.433,2.849,0.000,250.0,250.0,10.375,3.825,2.746,7.716,6.495,4.030,2.465,3.981,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:0.905,13.594,11.523,2.591,2.817,0.000,250.0,250.0,10.736,3.710,2.697,7.321,6.226,3.859,2.367,3.810,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:1.902,10.875,13.367,4.317,2.875,0.000,250.0,250.0,10.460,3.758,2.710,7.494,6.334,3.931,2.403,3.881,3.738,0.392,3.346,3.354,0.000,0.000,0.000,
11.11.2025,10:10:2.917,13.594,11.508,2.502,2.846,0.000,250.0,250.0,10.720,3.635,2.648,7.088,6.050,3.746,2.304,3.696,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:3.917,13.594,11.621,2.665,2.851,0.000,250.0,250.0,10.744,3.635,2.538,7.354,6.144,3.805,2.339,3.756,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:4.913,4.078,11.720,2.761,2.798,0.000,250.0,250.0,10.744,3.676,2.538,7.354,6.144,3.805,2.339,3.756,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:5.912,5.438,11.252,2.234,2.853,0.000,250.0,250.0,10.723,3.710,2.648,7.382,6.219,3.854,2.365,3.817,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:6.905,12.235,11.773,2.786,2.847,0.000,250.0,250.0,10.735,3.723,2.857,7.225,6.248,3.874,2.374,3.837,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:7.906,10.875,11.523,2.496,2.848,0.000,250.0,250.0,10.953,3.727,2.685,7.409,6.255,3.878,2.377,3.841,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:8.921,2.719,11.829,2.871,2.852,0.000,250.0,250.0,10.897,3.826,2.710,7.757,6.496,4.031,2.465,3.982,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:10:9.921,4.078,11.255,2.251,2.852,0.000,250.0,250.0,10.801,4.399,2.611,9.783,7.679,4.763,2.916,4.714,4.088,0.717,3.371,3.346,0.000,0.000,0.000,
11.11.2025,10:10:10.926,25.829,11.926,2.951,2.876,0.000,250.0,250.0,10.559,4.178,2.660,9.097,7.291,4.520,2.771,4.470,3.809,0.445,3.364,3.354,0.001,0.000,0.000,
Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","나머지 칩 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]",
,,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),GPU [#1]: NVIDIA GeForce RTX 5090: GIGABYTE GeForce RTX 5090 GAMING OC 32G (GV-N5090GAMING OC-32GD),CPU [#0]: Intel Core Ultra 7 265KF: Enhanced,DDR5 DIMM [#1]: Micron CP32G64C40U5B.M8B1 (BANK 1/DIMMB2),DDR5 DIMM [#3]: Micron CP32G64C40U5B.M8B1 (BANK 0/DIMMA2),
